Name,Designer,Gender,Img_url,Rating,Count,love,like,dislike,spring,summer,autumn,winter,day/night,longevitypoor,longevityweak,longevitymoderate,longevitylonglasting,longevityverylonglasting,sillagesoft,sillagemoderate,sillageheavy,sillageenormous,top_notes,middle_notes,base_notes,MUSK__AMBER__ANIMALIC_SMELLS,SWEETS_AND_GOURMAND_SMELLS,RESINS_AND_BALSAMS,SPICES,WOODS_AND_MOSSES,BEVERAGES,CITRUS_SMELLS,NATURAL_AND_SYNTHETIC__POPULAR_AND_WEIRD,GREENS__HERBS_AND_FOUGERES,FRUITS__VEGETABLES_AND_NUTS,FLOWERS,WHITE_FLOWERS
Aqua Fahrenheit,Christian Dior,men,https://fimgs.net/images/perfume/375x500.11388.jpg,0.735751295,0.090747331,0.558453196,0.407351572,0.200548374,0.577941141,0.499754392,0.316074293,0.072442751,0.715894186,0.077190927,0.108899938,0.320683538,0.68047675,0.29497238,0.079595453,0.478652912,0.713371334,0.127534478,"Grapefruit, Mandarin Orange","Violet, Basil, Mint","Vetiver, Leather",0.23934181,0.096484667,0.288539344,0,0,0,0,0,0,0.431030839,0.228382948,0
Antidote,Viktor&Rolf,men,https://fimgs.net/images/perfume/375x500.1461.jpg,0.751295337,0.053799456,0.591036537,0.364468296,0.201822712,0.529054649,0.091791489,0.552782025,0.488392566,0.362154821,0.11594155,0.105890833,0.375098942,0.760378627,0.153235849,0.153034351,0.724119309,0.289868986,0.190466032,"Mandarin Orange, Bergamot, Mint, Grapefruit, Guatemalan Cardamom","Cinnamon, Nutmeg, Orange Blossom, African Geranium, Violet, Freesia, Jasmine, Lavender","Patchouli, Leather, iris, Sandalwood, Tonka Bean, Amber, Vanilla, Oakmoss, Cedar, Guaiac Wood, Incense, White Musk",0.049440299,0.141791045,0.310393501,0.113588018,0.267269149,0,0,0,0,0.118713282,0.134790146,0.088976384
Yvresse (Champagne),Yves Saint Laurent,women,https://fimgs.net/images/perfume/375x500.101.jpg,0.67357513,0.088025958,0.562387714,0.317720601,0.283520032,0.14164691,0.135125803,0.704010539,0.654363341,0.275190012,0.037243532,0.053798978,0.165975448,0.447777623,0.681637929,0.056856633,0.248368806,0.533547919,0.558233834,"Caraway, Apricot, Nectarine, Peach, Mint, Anise","Carnation, Litchi, iris, Cinnamon, Violet, Rose, Jasmine, Rose Oil, Lily-of-the-Valley","Amber, Patchouli, Musk, Benzoin, Coconut, Vanilla, Oakmoss, Vetiver, Cedar, Styrax",0.026573427,0.131468531,0.249282875,0.068008626,0.190239299,0,0,0,0.512132308,0,0.07943827,0.018575011
Gucci Eau de Parfum,Gucci,women,https://fimgs.net/images/perfume/375x500.684.jpg,0.787564767,0.08205987,0.645138819,0.333339663,0.164638534,0.121752682,0.069503052,0.683645903,0.787207337,0.177304964,0.076850968,0.281326945,0.308215299,0.475373928,0.377825271,0.247144645,0.352071957,0.601128359,0.172356896,"Orange Blossom, Heliotrope","Caraway, iris, Thyme","Incense, Leather, Sandalwood, Musk, Vanilla, Cedar Essence",0.063177648,0.132193495,0.293573279,0.141525648,0.23828071,0,0,0,0,0,0.252395062,0.09717411
Sexy Little Things Noir,Victoria`s Secret,women,https://fimgs.net/images/perfume/375x500.5359.jpg,0.78238342,0.07682646,0.499516976,0.569391445,0.115405418,0.320008964,0.243742769,0.483861794,0.532317009,0.201349127,0.515008224,0.430830595,0.538453787,0.108057187,0.046035528,0.530112678,0.531735028,0.137067293,0.102815411,"Nectarine, Red Apple, Citruses, Pineapple, Pear, Red Berries, Bergamot","Orchid, Lily-of-the-Valley, Cyclamen, Jasmine, Blackberry, Plum, Vanilla, Cassis","Amber, Musk, Tonka Bean, Woodsy Notes",0,0.031712474,0.109053381,0,0.208794926,0,0,0,0.74968312,0.055032949,0.131128568,0.038927019
Safari,Ralph Lauren,women,https://fimgs.net/images/perfume/375x500.897.jpg,0.715025907,0.077349801,0.466981291,0.527449053,0.197254962,0.167968505,0.254660166,0.687405528,0.471885323,0.46448242,0.065921053,0.128971223,0.411647225,0.586949001,0.291681109,0.100358643,0.568724921,0.403506126,0.302757879,"Orange, Black Currant, Tagetes, Mandarin Orange, Narcissus, Galbanum, Hiacynth, Cassis","Rosemary, Orange Blossom, Orris Root, Italian Jasmine, Rose, Narcissus","Sandalwood, Amber, Patchouli, Vetiver, Cedar",0.299053072,0.2103061,0.348776262,0,0.035132214,0,0,0,0.045107531,0.08630366,0.077448902,0.084019099
Orange Sanguine,Atelier Cologne,women and men,https://fimgs.net/images/perfume/375x500.9420.jpg,0.797927461,0.092212686,0.53194117,0.531044142,0.112430766,0.480490553,0.693342554,0.14365457,0.046158223,0.926626441,0.235432331,0.707857661,0.51170919,0.222348762,0.04485868,0.385660249,0.65606194,0.164778801,0.113478098,"Blood Orange, Bitter Orange","Jasmine, Geranium","Tonka Bean, Sandalwood, Amber",0,0.061149425,0.126262524,0,0.057382342,0,0,0,0,1,0.065807759,0.071609871
Live,Jennifer Lopez,women,https://fimgs.net/images/perfume/375x500.873.jpg,0.554404145,0.100481474,0.224778793,0.727470111,0.304227831,0.507662096,0.527078386,0.260535976,0.1517303,0.739938348,0.105397031,0.30350733,0.676156618,0.367712405,0.115624118,0.139967198,0.790688008,0.290057077,0.13692741,"Pineapple, Italian Orange, Sicilian Lemon","Peony, Red Currant Blossom, Violet","Sandalwood, Tonka Bean, Caramel, Vanilla",0,0.069073783,0.343296194,0,0.115853502,0.214399903,0,0,0.311097652,0.295131351,0,0
Bvlgari Man,Bvlgari,men,https://fimgs.net/images/perfume/375x500.9403.jpg,0.642487047,0.106866234,0.312901577,0.692971707,0.227770796,0.635984202,0.288094696,0.501066402,0.150734081,0.685489956,0.145681884,0.287765406,0.802362005,0.236631716,0.091562377,0.409302272,0.644467267,0.14895693,0.113367075,"Lotus, Bergamot, Violet Leaf, White Pear","vetyver, Woodsy Notes, Sandalwood, Amber, Cashmere Wood, Cypriol Oil or Nagarmotha","Benzoin, Musk, Tonka Bean, white honey",0.104697024,0.416995339,0.137539466,0.056195401,0.027628005,0.155086215,0,0,0.041752001,0.088666388,0.140763817,0
Feerie,Van Cleef & Arpels,women,https://fimgs.net/images/perfume/375x500.4077.jpg,0.606217617,0.083629893,0.34824096,0.582724507,0.291655698,0.637260076,0.221728674,0.445810729,0.296972819,0.471622526,0.155646929,0.368354254,0.626573602,0.260513383,0.169410746,0.367272832,0.625577602,0.173429523,0.157470257,"Black Currant, Violet, Italian Mandarin , Red Berries","Bulgarian Rose, Egyptian Jasmine","iris, Vetiver",0,0,0.087307685,0,0.089406808,0.075523399,0.501261965,0,0,0,0.516281371,0
Harajuku Lovers G,Harajuku Lovers,women,https://fimgs.net/images/perfume/375x500.3128.jpg,0.704663212,0.073058405,0.503688969,0.458931622,0.218505495,0.231170942,0.930801651,0.057433326,0.020982142,0.933165974,0.284142468,0.415523325,0.747821723,0.126611693,0.045718043,0.346203062,0.744261323,0.057596144,0.168618423,"Mandarin Orange, Coconut, Red Apple","Jasmine, Freesia, Magnolia","Sandalwood, Cotton Flower",0,0,0.12983483,0,0.069990522,0.072971581,0.234595593,0,0,0,0.809211181,0
Paco Rabanne Pour Homme,Paco Rabanne,men,https://fimgs.net/images/perfume/375x500.526.jpg,0.549222798,0.094096713,0.272241653,0.629945773,0.340463382,0.514972408,0.243742769,0.487302716,0.343128835,0.600792456,0.053507347,0.148341878,0.50509833,0.607703543,0.193707938,0.080119638,0.806485139,0.28833417,0.190338812,"Rosemary, Clary Sage, Brazilian Rosewood","Tonka Bean, Lavender, Geranium","Honey, Amber, Musk, Oakmoss",0.1072295,0,0.343338806,0,0,0,0.280299909,0,0.343764555,0.183136092,0,0.059167855
Cherry in the Air,Escada,women,https://fimgs.net/images/perfume/375x500.17129.jpg,0.699481865,0.103412183,0.483800908,0.483298063,0.219501108,0.735180035,0.556849756,0.082686824,0.057382278,0.902086163,0.274671053,0.472565802,0.696342011,0.154621862,0.042494334,0.55468909,0.560898688,0.10472885,0.075399216,"Sour Cherry, Raspberry, Mandarin Orange, Daim","Marshmallow, Gardenia, Orchid, Vanilla","Sandalwood, Oak, Musk, White Suede",0.224464061,0,0.110305007,0,0.021075953,0.042034057,0.043170193,0,0,0.098841089,0.645309627,0.084957839
Bvlgari Pour Homme Soir,Bvlgari,men,https://fimgs.net/images/perfume/375x500.770.jpg,0.735751295,0.082792548,0.452753736,0.578239566,0.165253801,0.603539009,0.236270434,0.525377259,0.233965725,0.400633771,0.079486799,0.215298323,0.668895439,0.4977764,0.085261944,0.248326288,0.792228118,0.196305017,0.100341479,"Papyrus, Amber, Darjeeling Tea, Bergamot","Papyrus, Amber, Darjeeling Tea, Bergamot","Papyrus, Amber, Darjeeling Tea, Bergamot",0,0,0.400022005,0,0.214198959,0,0,0,0.532502967,0.213701384,0,0
Angel Muse,Mugler,women,https://fimgs.net/images/perfume/375x500.36416.jpg,0.740932642,0.101004815,0.701213581,0.172320201,0.252362015,0.145472725,0.076570118,0.775678394,0.668596626,0.358597943,0.094886364,0.130406087,0.275657445,0.770874765,0.233023476,0.110053068,0.382423087,0.615212031,0.28374574,"Grapefruit, Pink Pepper",Hazelnut cocoa spread,"Vetiver, Patchouli",0.165602384,0,0.913009428,0,0.093789174,0,0,0,0,0,0,0.144432771
Bois d'Argent,Christian Dior,women and men,https://fimgs.net/images/perfume/375x500.1377.jpg,0.823834197,0.05411346,0.729087002,0.239126014,0.151965313,0.479551874,0.20799644,0.561154132,0.359783903,0.578441728,0.137857714,0.202967616,0.282789465,0.562766059,0.322633789,0.304737376,0.618419287,0.226047808,0.186405175,"Cypress, iris, Juniper Berries","Patchouli, Myrhh","Honey, Leather, Amber, Musk, Vanilla, Woodsy Notes, resins",0.115302186,0,0.328844895,0.25631432,0,0,0.178836869,0,0.072162939,0.246086162,0,0.089013556
Femme,Hugo Boss,women,https://fimgs.net/images/perfume/375x500.821.jpg,0.663212435,0.102051497,0.238514815,0.852686548,0.16424455,0.857839155,0.333390283,0.24775602,0.109662577,0.859966802,0.238844393,0.455849725,0.769733258,0.129502431,0.038429658,0.560873108,0.580464641,0.095898705,0.056623556,"Black Currant, Freesia, Tangerine","Lily, Jasmine, Bulgarian Rose","Apricot, Amber, Lemon Tree",0,0,0,0,0.216575443,0.309255844,0.413149193,0,0,0.072946125,0.229870254,0
Bal d'Afrique,Byredo,women and men,https://fimgs.net/images/perfume/375x500.6458.jpg,0.860103627,0.0727444,0.701213581,0.34264301,0.085336509,0.571128206,0.442394681,0.319478283,0.15871011,0.714364102,0.169550032,0.376635718,0.603329713,0.358829361,0.092753065,0.281396009,0.656781481,0.227018,0.172701402,"Bergamot, Amalfi Lemon, African Orange flower, Tagetes, Black Currant","Violet, Jasmine, Cyclamen","Amber, Musk, Vetiver, Virginia Cedar",0,0,0.273849231,0,0.221364167,0.053959956,0.23534362,0,0.171698536,0.211985697,0.136056563,0
Jour d'Hermes,Hermès,women,https://fimgs.net/images/perfume/375x500.17076.jpg,0.642487047,0.137429349,0.447007995,0.465924283,0.28258568,0.730104485,0.438891252,0.212029007,0.11225513,0.869329487,0.193885449,0.271507097,0.521276168,0.398772138,0.169542612,0.290559754,0.645087113,0.234202747,0.167524949,"Grapefruit, Lemon, Watery Notes","Gardenia, Sweet Pea, Green Notes, White Flowers","Musk, Woody Notes",0,0.075212064,0.088742476,0,0.355757352,0.360792167,0.107328437,0,0.156032236,0.089140238,0,0
Little Black Dress,Avon,women,https://fimgs.net/images/perfume/375x500.1864.jpg,0.559585492,0.100481474,0.116230723,0.906132588,0.264874379,0.189908836,0.108633656,0.745116935,0.608324814,0.264825713,0.127864111,0.272655467,0.901234689,0.237938732,0.028573776,0.214280622,0.837679475,0.211217721,0.078435064,"Cyclamen, Coriander, African Ginger, Apricot Blossom, Honeysuckle","Gardenia, Ylang-Ylang, Pink Peony, Jasmine, Datura","Sandalwood, Tonka Bean, Musk, Japanese Plum, Woody Notes",0,0,0.181081116,0,0,0.32703612,0.327870403,0,0,0.110962876,0,0.332724657
Queen by Queen Latifah,Queen Latifah,women,https://fimgs.net/images/perfume/375x500.6231.jpg,0.689119171,0.088339962,0.435305578,0.543782565,0.220880494,0.022281536,0.035051108,0.752376551,0.867862621,0.222574317,0.120242263,0.098691295,0.465443389,0.652488614,0.165016624,0.105892501,0.605930251,0.471711408,0.194279573,"Bergamot, Mandarin Orange","Rose, Jasmine, Cognac, Coriander","Patchouli, Sandalwood, Vanilla, Tonka Bean, Musk, Incense",0,0,0.310227538,0.120594528,0.048957475,0.046697965,0.03796846,0.267456892,0,0.066046906,0,0.427266897
Lady Vengeance,Juliette Has A Gun,women,https://fimgs.net/images/perfume/375x500.1715.jpg,0.777202073,0.098597446,0.582647543,0.42078329,0.157096934,0.396083629,0.113021298,0.643774088,0.499744914,0.339843497,0.107479977,0.128456545,0.401555031,0.640289174,0.223372391,0.212227849,0.472167601,0.458923595,0.222560371,"Bergamot, Lavender","Bulgarian Rose, Moroccan Rose, Iso E Super, Patchouli, Geranium","Ambroxan, Vanilla, White Musk",0,0,0.293013521,0,0.052398048,0,0.462022608,0,0,0.404821476,0,0.098332966
Bvlgari Pour Homme,Bvlgari,men,https://fimgs.net/images/perfume/375x500.143.jpg,0.720207254,0.082269207,0.44955005,0.573795397,0.173621419,0.682871961,0.315672498,0.411073074,0.149994101,0.711686457,0.099129403,0.191630517,0.48262141,0.677492204,0.094701658,0.494792317,0.568072457,0.1107983,0.130381489,"Aldehydes, Lavender, Mandarin Orange, Tea, Nutmeg Flower, Bergamot, Orange Blossom","Cyclamen, Coriander, Carnation, iris, Pepper, Guaiac Wood, Brazilian Rosewood, Geranium, Cardamom","Tonka Bean, Amber, Musk, Oakmoss, Vetiver, Cedar",0,0.074756784,0.305781708,0,0.109472156,0.042668981,0.175897749,0,0.215509649,0.18733965,0,0.181755487
Ultra Male,Jean Paul Gaultier,men,https://fimgs.net/images/perfume/375x500.30947.jpg,0.792746114,0.074419091,0.669787066,0.294647807,0.171733532,0.207961008,0.076570118,0.641350119,0.73416706,0.149954731,0.068367904,0.064458766,0.126480281,0.875820792,0.332903211,0.049401721,0.199388261,0.985723364,0.192104477,"Bergamot, Pear, Mint, Lavender, Lemon","Cinnamon, Clary Sage, Caraway","Black Vanilla Husk, Amber, Cedar, Patchouli",0,0,0.136414499,0,0.047857064,0,0.096379398,0,0.111758461,0.152225644,0.29279839,0.460279797
Michael,Michael Kors,women,https://fimgs.net/images/perfume/375x500.2416.jpg,0.663212435,0.100795478,0.52110248,0.370170496,0.283754894,0.381424724,0.248411393,0.505723288,0.446607317,0.501978708,0.089641598,0.115697235,0.232296109,0.52737739,0.482621842,0.0860298,0.226338131,0.668113764,0.421255949,"Freesia, Incense, Chinese Osmanthus, Tamarind","Tuberose, iris, Peony, Orris Root, Arum Lily","Musk, Cashmere Wood, Vetiver",0,0,0.196113278,0.06234079,0,0.472406566,0.284928812,0,0,0.140685312,0.093187148,0.061374051
Pour Un Homme de Caron,Caron,men,https://fimgs.net/images/perfume/375x500.3166.jpg,0.658031088,0.079129161,0.524681924,0.353907747,0.295223058,0.536936592,0.265230038,0.446353615,0.329266853,0.681836338,0.091557018,0.192434033,0.495468513,0.573272784,0.174935008,0.198711576,0.690299784,0.294003089,0.169350167,Lavender,Vanille,Musk,0,0,0,0,0,0,0.516657749,0,0,0.292438413,0,0.438436688
First,Van Cleef & Arpels,women,https://fimgs.net/images/perfume/375x500.776.jpg,0.601036269,0.097027423,0.427196426,0.432729888,0.33993207,0.339967506,0.13840694,0.558594306,0.595947566,0.340242529,0.054415963,0.143265711,0.305076184,0.788272399,0.21888591,0.116781702,0.568724921,0.413434744,0.274776559,"Aldehydes, Black Currant, Mandarin Orange, Raspberry, Peach, Bergamot","Carnation, Tuberose, Orchid, Orris Root, Jasmine, Hiacynth, Turkish Rose, Ylang-Ylang, Lily-of-the-Valley, Narcissus","Honey, Sandalwood, Tonka Bean, Amber, Musk, Civet, Vanilla, Oakmoss, Vetiver",0.056516368,0.133415689,0.159078437,0,0.043907038,0.114994087,0.424554524,0,0,0.175966826,0.085250168,0.038406331
Agent Provocateur Maitresse,Agent Provocateur,women,https://fimgs.net/images/perfume/375x500.760.jpg,0.601036269,0.085932594,0.304466861,0.645010508,0.285359738,0.2571942,0.133534948,0.656081648,0.591104294,0.258342694,0.116436642,0.244259372,0.611809094,0.368324477,0.194550146,0.273182695,0.630585915,0.280160378,0.15894691,"Lotus Petals, Ylang-Ylang","Osmanthus, iris, Jasmine Sambac, Violet Leaf","White Suede, Musk, Cedar, Amber",0,0,0.024026333,0,0,0.116650944,0.436473035,0,0.053393789,0.584150926,0.117353469,0
Lalique Le Parfum,Lalique,women,https://fimgs.net/images/perfume/375x500.1840.jpg,0.689119171,0.084153234,0.448223759,0.53147917,0.216778321,0.163544875,0.070164001,0.682766854,0.747203955,0.291081938,0.05634278,0.148801769,0.324354051,0.697876406,0.271963738,0.132896057,0.524987381,0.425752201,0.289713955,"West Indian Bay, Bergamot, Pink Pepper","Jasmine, Heliotrope, Almond","Sandalwood, Tonka Bean, Patchouli, Vanilla",0,0,0.224481348,0,0.038289737,0.054871039,0.096490088,0,0,0,0.104829614,0.737304559
Hypnôse Homme,Lancome,men,https://fimgs.net/images/perfume/375x500.992.jpg,0.715025907,0.081327193,0.452001318,0.556415516,0.187597022,0.223620721,0.047365257,0.695913756,0.71061054,0.101856044,0.048293811,0.108331265,0.570928927,0.671268019,0.111699392,0.12995653,0.705103548,0.404008841,0.128937213,"Cardamom, Mint, Bergamot, Mandarin Orange",Lavender,"Patchouli, Amber, Musk",0,0,0.168031711,0,0.130712071,0,0.219597653,0,0.155511308,0.38027193,0,0.247963922
Dolce&Gabbana Pour Homme,Dolce&Gabbana,men,https://fimgs.net/images/perfume/375x500.15336.jpg,0.715025907,0.092108018,0.457478577,0.543782565,0.193130504,0.482909455,0.301930982,0.479303309,0.297030832,0.505507771,0.080036597,0.12280416,0.377828346,0.81094736,0.128777532,0.129817712,0.79237261,0.322279251,0.116459717,"Bergamot, Neroli, Citruses, Mandarin Orange","Lavender, Sage, Pepper","Tonka Bean, Cedar, Tobacco",0,0,0.086817571,0,0.405280227,0,0.213549562,0,0.329643629,0,0,0.183762879
Boucheron,Boucheron,women,https://fimgs.net/images/perfume/375x500.133.jpg,0.70984456,0.086769939,0.503688969,0.458931622,0.218505495,0.173050198,0.115818614,0.643253235,0.708943873,0.206478548,0.078477444,0.062079262,0.168473382,0.853256238,0.308657259,0.100507269,0.208624467,0.795664033,0.303137716,"Apricot, Tagetes, Tangerine, Asafoetida, Cassia, Basil, Orange, Bergamot, Bitter Orange, Lemon","Jasmine, Tuberose, Madagascar Ylang-Ylang, Orris Root, Lydia Broom, Lily-of-the-Valley, Cedar, Orange Blossom, Geranium, Narcissus","Sandalwood, Indian Vanilla, Amber, Musk, Benzoin, Civet, Oakmoss, Tonka Bean",0,0,0.155383874,0.051958405,0.148080224,0.227552634,0.21341809,0,0.107380226,0.194474248,0.041928405,0.145092363
Signorina,Salvatore Ferragamo,women,https://fimgs.net/images/perfume/375x500.13639.jpg,0.647668394,0.101737492,0.286260343,0.74554949,0.209552958,0.786943357,0.293336288,0.313379782,0.174054657,0.78662663,0.120054897,0.378894007,0.618659756,0.390460464,0.092193006,0.346106021,0.723032071,0.193036815,0.063244309,"Pink Pepper, Red Currant","Jasmine, Rose, Peony","Musk, Patchouli, Panacotta",0.242519356,0,0.073578386,0,0,0.09576637,0.302206588,0,0,0.105003522,0.231614669,0.166238383
Acqua di Parma Colonia,Acqua di Parma,women and men,https://fimgs.net/images/perfume/375x500.1681.jpg,0.797927461,0.071802386,0.517555874,0.553258437,0.108650029,0.544716046,0.601246187,0.192426182,0.072610151,0.797597648,0.128417635,0.396880704,0.784781745,0.204143025,0.086092417,0.308110339,0.77173145,0.106088889,0.138186266,"Rosemary, Amber, Lavender, Sicilian Citruses, Jasmine, White Musk, Bulgarian Rose, Lemon Verbena, Vetiver, Sandalwood, Patchouli","Rosemary, Amber, Lavender, Sicilian Citruses, Jasmine, White Musk, Bulgarian Rose, Lemon Verbena, Vetiver, Sandalwood, Patchouli","Rosemary, Amber, Lavender, Sicilian Citruses, Jasmine, White Musk, Bulgarian Rose, Lemon Verbena, Vetiver, Sandalwood, Patchouli",0,0,0.215811524,0,0.38083053,0.073485466,0.289757412,0,0.144750648,0.14182701,0,0
Fahrenheit 32,Christian Dior,men,https://fimgs.net/images/perfume/375x500.987.jpg,0.632124352,0.093887377,0.464932746,0.414910624,0.310178537,0.488989396,0.267317217,0.426978095,0.39004311,0.558974393,0.064628483,0.072026842,0.185089538,0.854512262,0.298960139,0.097977785,0.31630669,0.773949287,0.216082015,Orange Blossom,Vetiver,Vanilla,0,0,0.324899128,0,0,0.499336022,0,0,0,0,0,0.481617098
Vintage,John Varvatos,men,https://fimgs.net/images/perfume/375x500.2356.jpg,0.808290155,0.06342893,0.49623795,0.6057809,0.083824205,0.227774365,0.040372954,0.790187721,0.628905433,0.374932461,0.098758132,0.483479198,0.753017929,0.227462734,0.069518821,0.374355598,0.730078605,0.152048706,0.062442123,"Wormwood, Basil, Rhubarb, Quince, Fennel, Pepper","Juniper Berries, Lavender, Cinnamon, Jasmine, Orris Root, Green Leaves","Tonka Bean, Tobacco, Suede, Patchouli, Oakmoss, Balsam Fir, Woody Notes",0,0,0.308550526,0,0,0.022929376,0.056021177,0,0.383802139,0.153545043,0.184610064,0.251155083
Olympea,Paco Rabanne,women,https://fimgs.net/images/perfume/375x500.31666.jpg,0.569948187,0.133975298,0.432741353,0.387085843,0.377752885,0.290788615,0.28867446,0.61576378,0.372302419,0.524813819,0.103001645,0.095051882,0.356593007,0.772897271,0.175289128,0.140715526,0.701332241,0.39446826,0.1295431,"Green Mandarin, Water Jasmine, Ginger flower","Vanilla, Salt","Ambergris, Cashmere Wood, Sandalwood",0,0.209145065,0.218970818,0,0.103966907,0.216587497,0,0,0,0.101050769,0,0.375178742
Omnia Coral,Bvlgari,women,https://fimgs.net/images/perfume/375x500.14297.jpg,0.647668394,0.118589073,0.236888918,0.824065647,0.194346217,0.621233034,0.614490437,0.124903542,0.043391505,0.900302452,0.248946574,0.423230913,0.559849027,0.319794378,0.072099149,0.434871608,0.613543735,0.172781389,0.093626262,"Bergamot, Goji Berries","Water Lily, Hibiscus, Pomegranate","Musk, Virginia Cedar",0,0,0.111274646,0,0.133400861,0,0.466698428,0,0,0.156491679,0.408494333,0
White Linen,Estée Lauder,women,https://fimgs.net/images/perfume/375x500.542.jpg,0.398963731,0.123089805,0.224254962,0.507810773,0.520290341,0.711616571,0.352774592,0.249879142,0.219141104,0.786824463,0.04079273,0.080683099,0.353425586,0.612840805,0.367554953,0.097597244,0.543106414,0.488953737,0.251871497,"Lemon, Peach, Aldehydes","Carnation, iris, Jasmine, Hyacinth, Ylang-Ylang, Rose, Lily-of-the-Valley, Violet, Lilac, Orchid, Orris","Vetiver, Sandalwood, Cedar, Amber, Benzoin, Tonka Bean, Honey, Oakmoss",0.034083163,0.155419223,0.277001751,0.040543037,0.043401125,0.061914135,0.521009376,0,0,0.047646176,0.017345376,0.018655204
Datura Noir,Serge Lutens,women and men,https://fimgs.net/images/perfume/375x500.1269.jpg,0.689119171,0.085304584,0.493612351,0.447486163,0.242340485,0.332937574,0.343705191,0.503183892,0.357435112,0.380841589,0.123601974,0.235509825,0.458071323,0.595020212,0.139211438,0.239381748,0.626838689,0.270624289,0.210137542,"Coconut, Tuberose, Tonka Bean, Almond, Lemon Blossom, Mandarin Orange, Musk, Chinese Osmanthus, Heliotrope, Myrrh, Vanilla, Apricot","Coconut, Tuberose, Tonka Bean, Almond, Lemon Blossom, Mandarin Orange, Musk, Chinese Osmanthus, Heliotrope, Myrrh, Vanilla, Apricot","Coconut, Tuberose, Tonka Bean, Almond, Lemon Blossom, Mandarin Orange, Musk, Chinese Osmanthus, Heliotrope, Myrrh, Vanilla, Apricot",0,0,0,0.044396347,0.025044801,0.309577069,0.107195134,0,0,0.057041016,0.581630114,0.180809951
Aramis,Aramis,men,https://fimgs.net/images/perfume/375x500.113.jpg,0.575129534,0.098492778,0.449932954,0.36203721,0.380800938,0.178032407,0.113021298,0.69891938,0.656360996,0.31635662,0.046163201,0.119554179,0.129461536,0.588486375,0.553354791,0.029376903,0.139066587,0.653500965,0.588748769,"Aldehydes, Artemisia, Gardenia, Bergamot, Clover, Thyme, Myrrh","Patchouli, Sage, Orris Root, Jasmine, Cardamom","Leather, Sandalwood, Amber, Musk, Coconut, Vetiver, Oakmoss",0,0.066592054,0.411838382,0.070164061,0.03188412,0.101037376,0.077161047,0,0.16447776,0.359715075,0.028605779,0.04121428
Chamade,Guerlain,women,https://fimgs.net/images/perfume/375x500.50.jpg,0.792746114,0.05474147,0.6403665,0.340831066,0.163264824,0.727863524,0.220581207,0.460539995,0.198476482,0.550555216,0.110791686,0.18587139,0.31151682,0.665355045,0.245110176,0.199519942,0.558742538,0.409531769,0.194692091,"Aldehydes, Jasmine, Hiacynth, Bergamot, Rose","Lilac, Galbanum, Jasmine, Cloves, Lily-of-the-Valley, Rose","Tolu Balsam, Peru Balsam, Sandalwood, Amber, Benzoin, Vanilla, Vetiver",0,0.108887734,0.107617207,0.130335943,0.038920975,0.068061902,0.37686816,0,0.170995818,0.157091485,0,0.089423619
Live Luxe,Jennifer Lopez,women,https://fimgs.net/images/perfume/375x500.874.jpg,0.528497409,0.094724723,0.276125349,0.591818974,0.372991548,0.44478101,0.718834605,0.102736012,0.081493709,0.789950204,0.048758175,0.239082126,0.551743613,0.584847621,0.125521725,0.147739607,0.504903536,0.632289069,0.099407005,"Melon, Peach, Pear","Honeysuckle, Pink Freesia, Lily-of-the-Valley","Sandalwood, Amber, Musk, Vanilla",0,0,0.058182089,0,0,0.089901607,0.188510249,0,0,0.112765678,0.807985147,0.075699532
Amethyst,Lalique,women,https://fimgs.net/images/perfume/375x500.1835.jpg,0.652849741,0.077663806,0.377101457,0.591818974,0.246617752,0.542457112,0.280267886,0.449452581,0.299368459,0.562011551,0.092846553,0.342604184,0.579471427,0.36004568,0.192960187,0.257355266,0.632340569,0.222781659,0.229029322,"Black Currant, Blueberry, Blackberry, mulberry, Big Strawberry","Peony, Pepper, Ylang-Ylang, Rose","Musk, Bourbon Vanilla, Woody Notes",0,0,0.078525144,0,0,0,0.181205174,0,0,0.114895744,0.824899755,0.131516504
Acqua di Parma Blu Mediterraneo - Mandorlo di Sicilia,Acqua di Parma,women and men,https://fimgs.net/images/perfume/375x500.1688.jpg,0.772020725,0.084571907,0.595294587,0.389954903,0.17150046,0.332937574,0.323917407,0.579942906,0.314516282,0.686919449,0.065921053,0.223672203,0.448786503,0.690260494,0.121975737,0.240876347,0.76296243,0.271597358,0.068057422,"Green Almond, Star Anise, Bergamot, Orange","Jasmine, White Peach, Ylang-Ylang","Bourbon Vanilla, Cedar, White Musk, Tolu Balsam",0,0,0.048881317,0,0.099149439,0.052787383,0.037244238,0,0,0.142134168,0.450040858,0.453164111
Amouage Epic Man,Amouage,men,https://fimgs.net/images/perfume/375x500.6537.jpg,0.772020725,0.06635964,0.6403665,0.318052331,0.18560258,0.159462638,0.083215269,0.695195994,0.720643715,0.270725988,0.095464939,0.131281004,0.084225237,0.445998109,0.662911612,0.072002881,0.254345395,0.773277984,0.30970008,"Pink Pepper, Cardamom, Saffron, Nutmeg, Caraway, Myrtle, Mace, Olibanum","Geranium, Myrrh","Agarwood (Oud), Patchouli, Incense, Leather, Sandalowood, Styrax, Cedar, Musk, Castoreum",0,0,0.351555774,0.317896499,0,0,0.067230877,0,0,0.206375562,0,0.356300721
