Name,Designer,Gender,Img_url,Rating,Count,love,like,dislike,spring,summer,autumn,winter,day/night,longevitypoor,longevityweak,longevitymoderate,longevitylonglasting,longevityverylonglasting,sillagesoft,sillagemoderate,sillageheavy,sillageenormous,top_notes,middle_notes,base_notes,MUSK__AMBER__ANIMALIC_SMELLS,SWEETS_AND_GOURMAND_SMELLS,RESINS_AND_BALSAMS,SPICES,WOODS_AND_MOSSES,BEVERAGES,CITRUS_SMELLS,NATURAL_AND_SYNTHETIC__POPULAR_AND_WEIRD,GREENS__HERBS_AND_FOUGERES,FRUITS__VEGETABLES_AND_NUTS,FLOWERS,WHITE_FLOWERS
Carnal Flower,Frederic Malle,women and men,https://fimgs.net/images/perfume/375x500.1024.jpg,0.839378238,0.141406741,0.796540677,0.135822455,0.168849262,0.561155653,0.355104675,0.340988756,0.274396505,0.336433599,0.129620047,0.082684789,0.156053881,0.397955716,0.640566276,0.157096818,0.17291933,0.450983927,0.599240796,"Eucalyptus, Tuberose, Orange Blossom, Melon, Coconut, Jasmine, Ylang-Ylang, Bergamot, White Musk","Eucalyptus, Tuberose, Orange Blossom, Melon, Coconut, Jasmine, Ylang-Ylang, Bergamot, White Musk","Eucalyptus, Tuberose, Orange Blossom, Melon, Coconut, Jasmine, Ylang-Ylang, Bergamot, White Musk",0.14084507,0.480227519,0,0,0,0.079894545,0.233743536,0,0.107540599,0,0.061659762,0
Joop! Homme,Joop!,men,https://fimgs.net/images/perfume/375x500.1251.jpg,0.352331606,0.299874398,0.283396951,0.337034609,0.613742939,0.115121272,0.084815027,0.52072881,0.923214287,0.065436339,0.036140929,0.0346856,0.039711475,0.321873462,0.904816199,0.026043273,0,0.371430971,1,"Orange Blossom, Mandarin Orange, Bergamot, Amalfi Lemon","Jasmine, Heliotrope, Lily-of-the-Valley, Cardamom, Cinnamon","Sandalwood, Tonka Bean, Patchouli, Vanilla",0.136408243,0.176783962,0,0,0,0,0,0,0.213995371,0.637819686,0.127085642,0
Fracas,Robert Piguet,women,https://fimgs.net/images/perfume/375x500.2299.jpg,0.647668394,0.184111367,0.570372469,0.261775456,0.328389032,0.38384546,0.225432339,0.499803679,0.483041595,0.189294108,0.076652387,0.035096124,0.158833827,0.546029842,0.585828866,0.075682478,0.193156507,0.555275719,0.573007839,"Orange Blossom, Mandarin Orange, Green Leaves, Peach, Hiacynth, Bergamot","Coriander, Carnation, Tuberose, Violet Root, Rose Geranium, Osmanthus, Jasmine, Lily-of-the-Valley, White Iris, Rose, Narcissus, Gardenia","Sandalwood, Amber, Musk, Oakmoss, Cedar, Vetiver",0.096207216,0.44341659,0.047045086,0,0,0.080555298,0.136901541,0,0.272114325,0.031660869,0.049179712,0
L'Air du Temps,Nina Ricci,women,https://fimgs.net/images/perfume/375x500.1014.jpg,0.404145078,0.261461168,0.20950893,0.535544484,0.51154851,0.68681859,0.248411393,0.405686475,0.248506619,0.715894186,0.10048941,0.189025504,0.612629599,0.500134275,0.129348608,0.182250798,0.725610693,0.275918003,0.16885814,"Carnation, Peach, Neroli, Bergamot, Rose, Brazilian Rosewood, Aldehydes","Rosemary, Carnation, Gardenia, Violet, Orchid, Cloves, Orris Root, Jasmine, Ylang-Ylang, Rose","Spices, iris, Amber, Sandalwood, Musk, Benzoin, Oakmoss, Vetiver, Cedar",0.130805057,0.093147039,0.035576299,0,0.061809392,0.083430205,0.026731443,0,0.545505251,0.209368496,0.073282359,0.026187923
Terre d`Hermes Parfum,Hermès,men,https://fimgs.net/images/perfume/375x500.8282.jpg,0.911917098,0.174795897,0.84451575,0.160313315,0.084790673,0.440060346,0.258082114,0.535734332,0.348722266,0.508176087,0.045289273,0.080897824,0.273438081,0.813928688,0.267188803,0.110025381,0.751561779,0.357046901,0.1480932,"Grapefruit, Orange",Flint,"Woodsy Notes, oak moss, Benzoin",0.38833387,0,0,0,0.046516771,0,0,0,0,0,0.582517278,0.170814679
Ange Ou Demon Le Secret,Givenchy,women,https://fimgs.net/images/perfume/375x500.6529.jpg,0.735751295,0.230688717,0.420666401,0.634918833,0.149829795,0.753106726,0.424082839,0.214417746,0.109499061,0.831074411,0.231228181,0.470088017,0.559288487,0.253558599,0.114994872,0.496874811,0.535102341,0.168965968,0.107152615,"Amalfi Lemon, Tea, Cranberry","Jasmine, Peony, Water Lily","Woodsy Notes, Patchouli",0.129992943,0.12166549,0.317880411,0,0,0,0.210220902,0,0.250692627,0,0.237230369,0
Eau des Baux,L`Occitane en Provence,men,https://fimgs.net/images/perfume/375x500.2034.jpg,0.917098446,0.149989533,0.723382674,0.384799321,0.016251207,0.134587668,0.039866972,0.73915596,0.766086979,0.374467091,0.070378347,0.079598647,0.357678524,0.763424148,0.217038678,0.140886515,0.697725163,0.401172672,0.126746352,"Pink Pepper, Cardamom","Cypress, Incense","Vanilla, Tonka Bean",0.213014743,0,0,0,0,0,0,0,0,0.864230717,0,0.228646396
Escada Magnetism,Escada,women,https://fimgs.net/images/perfume/375x500.1036.jpg,0.663212435,0.202428302,0.51404166,0.372918918,0.28989645,0.191714053,0.159843706,0.599132661,0.668596626,0.237187581,0.061690825,0.126185899,0.373581121,0.759077273,0.18788404,0.094451068,0.341663066,0.779722137,0.188685352,"Pineapple, Black Currant, Melon, Red Berries, Cassia, Litchi","Magnolia, iris, Green Leaves, Freesia, Basil, Jasmine, Caraway, Heliotrope, Lily-of-the-Valley, Rose, Almond Blossom","Sandalwood, Amber, Patchouli, Musk, Benzoin, Caramel, Vetiver, Vanilla",0.083952833,0.019994873,0.137815383,0,0,0.079683035,0.328326554,0.185190218,0.19133014,0.243742484,0,0.047044632
Fame,Lady Gaga,women,https://fimgs.net/images/perfume/375x500.15338.jpg,0.373056995,0.336822273,0.178517402,0.547956284,0.538163564,0.156654837,0.124303806,0.825841085,0.54216177,0.196331214,0.306755136,0.375886266,0.588144032,0.234145896,0.098209128,0.415446983,0.699339376,0.124557035,0.0730889,"Belladonna, Orchid, Jasmine Sambac, Honey, Apricot, Saffron, Incense","Belladonna, Orchid, Jasmine Sambac, Honey, Apricot, Saffron, Incense","Belladonna, Orchid, Jasmine Sambac, Honey, Apricot, Saffron, Incense",0,0.099347532,0,0,0,0,0.248476838,0.374983555,0.310369712,0.106996468,0,0.183120387
Eternity For Men,Calvin Klein,men,https://fimgs.net/images/perfume/375x500.258.jpg,0.523316062,0.19384551,0.138783718,0.817113696,0.323944375,0.628969025,0.514482363,0.210832165,0.100544144,0.780344268,0.073601175,0.24435931,0.815792281,0.355939991,0.06436035,0.191328909,0.85670587,0.179482444,0.114823642,"Lavender, Mandarin Orange, Bergamot, Lemon","Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-of-the-Valley, Geranium","Sandalwood, Amber, Musk, Vetiver, Brazilian Rosewood",0.157113402,0.094020619,0.218702146,0,0,0.099819021,0,0,0.333819558,0.062616528,0.329407086,0
Sensuous,Estée Lauder,women,https://fimgs.net/images/perfume/375x500.2938.jpg,0.616580311,0.247016956,0.385343713,0.535544484,0.291487455,0.165793341,0.105269956,0.757953509,0.624230787,0.435491173,0.12740353,0.187657491,0.495388116,0.553214964,0.165314616,0.250496474,0.733263299,0.225797299,0.130584533,"Jasmine, Magnolia, Lily","Amber, Woodsy Notes, Ylang-Ylang","Sandalwood, Mandarin Orange, Pepper, white honey",0.340523119,0.113796951,0,0,0,0.157738234,0,0.249571853,0.133740207,0.170123998,0.068943792,0
Eau Sauvage,Christian Dior,men,https://fimgs.net/images/perfume/375x500.231.jpg,0.792746114,0.186204731,0.586821067,0.435590601,0.137353024,0.56684894,0.553544295,0.218602707,0.096078656,0.771195758,0.249487993,0.461434256,0.666699302,0.162840456,0.087634371,0.465271004,0.647935879,0.086880111,0.104556864,"Rosemary, Caraway, Fruity Notes, Basil, Bergamot, Lemon","Coriander, Carnation, Sandalwood, Patchouli, Orris Root, Jasmine, Rose","Amber, Musk, Oakmoss, Vetiver",0.210633947,0.061349693,0.243284464,0,0,0.063567183,0.040108809,0,0.120141672,0.108312905,0.43382799,0
Wish,Chopard,women,https://fimgs.net/images/perfume/375x500.353.jpg,0.518134715,0.200125602,0.251269692,0.620141738,0.376324485,0.09781217,0.053931553,0.593213109,0.916834772,0.296651439,0.083595538,0.158479499,0.455753855,0.585701278,0.224173009,0.105234239,0.387367492,0.678249573,0.224934833,"Honeysuckle, Strawberry, Black locust, Orange Blossom, Coconut, Gooseberry, Brazilian Rosewood, Pear, Black Currant, Yuzu","Honey, Violet, Orchid, Milk, Heliotrope, Lily-of-the-Valley, Jasmine, Magnolia, Osmanthus","Sandalwood, Amber, Patchouli, Vanilla, Caramel, Incense, Tonka Bean, Toffee",0.148737426,0.061178403,0,0,0,0.14718214,0.178265283,0.385170444,0.138251807,0.177242401,0.006856382,0.061967549
Opium Pour Homme,Yves Saint Laurent,men,https://fimgs.net/images/perfume/375x500.562.jpg,0.844559585,0.154385598,0.680029783,0.349942559,0.104690257,0.14606785,0.069503052,0.69495959,0.75346918,0.142495576,0.05493421,0.061195032,0.165872593,0.875613465,0.311958406,0.061297992,0.230047521,0.903252519,0.224653941,"Black Currant, Star Anise","Galanga, Pepper","Tolu Balsam, Atlas Cedar, Bourbon Vanilla",0.082045818,0,0,0,0,0.20542261,0.246031905,0,0,0.803584333,0,0
Arpege,Lanvin,women,https://fimgs.net/images/perfume/375x500.6.jpg,0.601036269,0.184111367,0.461881725,0.384110661,0.34420066,0.189162878,0.115818614,0.709227925,0.632091975,0.253409963,0.043882358,0.11300094,0.286201439,0.709020088,0.325571975,0.071742708,0.351001179,0.67353442,0.304665696,"Aldehydes, Honeysuckle, Peach, Neroli, Lily-of-the-Valley, Bergamot","Camellia, Coriander, iris, Lily, Jasmine, Ylang-Ylang, Lily-of-the-Valley, Rose, Geranium","Amber, Sandalwood, Patchouli, Musk, Vanilla, Benzoin, Vetiver",0.14021096,0.150501672,0,0,0.140440748,0.122337137,0.053210751,0,0.372308028,0.109009539,0.086797601,0.04612691
Bottega Veneta,Bottega Veneta,women,https://fimgs.net/images/perfume/375x500.12863.jpg,0.766839378,0.179610634,0.630972563,0.321768861,0.193714713,0.220458664,0.088937483,0.794868149,0.561299551,0.557829958,0.11954595,0.177057731,0.348305193,0.688654615,0.19234741,0.351298871,0.62899002,0.179003307,0.166881992,"Bergamot, Pink Pepper",Jasmine,"Patchouli, oak moss, Leather",0.410494494,0.126322609,0,0,0,0.301907682,0,0,0,0.210473072,0.121863212,0
Antaeus,Chanel,men,https://fimgs.net/images/perfume/375x500.616.jpg,0.792746114,0.169143814,0.717744291,0.219366426,0.185538021,0.13955278,0.056608758,0.650776665,0.819502745,0.166760296,0.061871295,0.063682493,0.153383475,0.50243544,0.622186666,0.060106307,0.177291991,0.600817435,0.564171782,"Coriander, Bergamot, Amalfi Lemon, Lime, Clary Sage, Myrhh","Jasmine, Thyme, Rose, Basil","French labdanum, Patchouli, Oakmoss, Castoreum",0.231457546,0.043945118,0.221897038,0,0,0.221201628,0,0,0.134187219,0.077928996,0.124958658,0.197347953
Very Irresistible,Givenchy,women,https://fimgs.net/images/perfume/375x500.33.jpg,0.575129534,0.23225874,0.282522026,0.650130548,0.307803257,0.66287571,0.271621124,0.368672857,0.272278703,0.560208239,0.051824727,0.143265711,0.507025874,0.648675994,0.162600961,0.110878147,0.597570411,0.545179852,0.128164378,"Cassia, Lemon Verbena, Anise","Rose, Magnolia, Peony",Taif Rose,0,0,0,0,0,0,0,0,0.88115128,0.401885495,0.128186359,0
24 Faubourg,Hermès,women,https://fimgs.net/images/perfume/375x500.27.jpg,0.621761658,0.198764915,0.461881725,0.402333648,0.326330455,0.185551416,0.088511022,0.72472629,0.660580178,0.381520044,0.081384016,0.092143063,0.207228361,0.511617704,0.536876565,0.055412276,0.231316449,0.610388761,0.505160198,"Orange, Peach, Hiacynth, Ylang-Ylang, Bergamot","Black Elder, iris, Orange Blossom, Gardenia, Jasmine","Sandalwood, Amber, Patchouli, Vanilla",0.122114128,0.298243067,0,0,0,0.127145755,0.048845103,0,0.408850938,0.048715743,0.159929412,0
Womanity,Mugler,women,https://fimgs.net/images/perfume/375x500.8766.jpg,0.259067358,0.449863931,0.31172328,0.155327323,0.756481513,0.366264659,0.384380078,0.411073074,0.352666352,0.572215658,0.041616826,0.067630816,0.156471,0.45862491,0.669607689,0.049627529,0.238665005,0.668250114,0.449845809,"Fig, Caviar, Fig Tree, Fig Leaf","Fig, Caviar, Fig Tree, Fig Leaf","Fig, Caviar, Fig Tree, Fig Leaf",0.213150756,0,0,0,0,0.391985772,0.583053236,0,0,0,0,0
Dolce&Gabbana Pour Femme,Dolce&Gabbana,women,https://fimgs.net/images/perfume/375x500.15335.jpg,0.67357513,0.214465145,0.493612351,0.428453265,0.261004923,0.229623613,0.111015519,0.674896652,0.632433539,0.481724959,0.14559631,0.227232389,0.505891634,0.583429226,0.094701658,0.288778863,0.668279692,0.265826044,0.116077909,"Neroli, Raspberry, Mandarin Orange","Jasmine, Orange Blossom","Marshmallow, Vanilla, Heliotrope, Sandalwood",0.07914103,0.130534443,0,0,0,0,0.200479381,0.395200837,0.093260378,0.267978839,0.152613482,0
Hanae Mori,Hanae Mori,women,https://fimgs.net/images/perfume/375x500.1577.jpg,0.730569948,0.167678459,0.543088067,0.422499846,0.204923154,0.343565502,0.180183313,0.547667856,0.542290228,0.630537412,0.081635979,0.140845495,0.445662818,0.643222579,0.197026361,0.178829249,0.608302943,0.458432085,0.121477832,"Black Currant, Strawberry, Blackberry, Blueberry","Jasmine, Ylang-Ylang, Rose, Peony","Sandalwood, Virginia Cedar, Brazilian Rosewood, Almond Tree",0.354633401,0.054735234,0,0,0,0,0.498107444,0,0.240733277,0,0,0
Hermessence Ambre Narguile,Hermès,women and men,https://fimgs.net/images/perfume/375x500.2669.jpg,0.932642487,0.105191543,0.816577582,0.241518684,0.040122598,0.062298664,0.051551081,0.799279586,0.762121853,0.367567462,0.129367254,0.108124079,0.227324017,0.733828502,0.289599612,0.131369783,0.601298933,0.408109899,0.229834495,"Honey, Benzoin, Labdanum, Musk, Vanilla, Caramel, Tonka Bean, Sesame, Cinnamon, Rum, Coumarin, White Orchid","Honey, Benzoin, Labdanum, Musk, Vanilla, Caramel, Tonka Bean, Sesame, Cinnamon, Rum, Coumarin, White Orchid","Honey, Benzoin, Labdanum, Musk, Vanilla, Caramel, Tonka Bean, Sesame, Cinnamon, Rum, Coumarin, White Orchid",0,0.026189043,0,0.151336038,0.049657363,0.028668623,0,0.455690119,0,0.527176376,0,0.143562136
Narciso Rodriguez for Him,Narciso Rodriguez,men,https://fimgs.net/images/perfume/375x500.1063.jpg,0.67357513,0.16705045,0.558453196,0.314255874,0.29184182,0.343184101,0.07349748,0.657083333,0.594954846,0.236785085,0.061244221,0.086899674,0.302906097,0.846100297,0.199321397,0.091392608,0.399049778,0.720005498,0.189461387,"Violet Leaf, Patchouli, Amber, Musk","Violet Leaf, Patchouli, Amber, Musk","Violet Leaf, Patchouli, Amber, Musk",0.27396781,0,0.447396281,0,0,0.55306941,0,0,0,0,0,0
D&G,Dolce&Gabbana,men,https://fimgs.net/images/perfume/375x500.483.jpg,0.70984456,0.166317773,0.493612351,0.47603551,0.21434383,0.526095074,0.206589321,0.493860284,0.380130409,0.396106836,0.035633002,0.063704331,0.28199434,0.933356625,0.1791653,0.056714687,0.311176651,0.877812575,0.170636109,"Lavender, Tarragon, Clary Sage, Bergamot, Lemon, Mandarin Orange, Orange, Neroli","Coriander, Cinnamon, Violet, Pepper, Jasmine, Rose, Geranium","Sandalwood, Tonka Bean, Amber, Musk, Cedar, Coumarin, iris, Tobacco",0.080512351,0.030497103,0.210043307,0,0.031111871,0.090764299,0,0,0.302500228,0.295491377,0.309714772,0
Allure Sensuelle,Chanel,women,https://fimgs.net/images/perfume/375x500.606.jpg,0.647668394,0.204207662,0.493612351,0.390387468,0.298333799,0.120368734,0.067106395,0.783521164,0.698919713,0.182221861,0.078477444,0.112922459,0.138130835,0.810049012,0.34166873,0.119330108,0.263468468,0.69434613,0.320745869,"Patchouli, Mandarin Orange, Peach, Bergamot, Pink Pepper","iris, Jasmine, Turkish Rose, Bulgarian Rose, Dried Fruits","Labdanum, Spices, Sandalwood, Lavender, Vanilla, Vetiver, Amber, Patchouli",0.274828668,0.041003601,0,0,0,0.028578156,0.102450923,0,0.227662451,0.417431395,0.1098889,0.054134863
Reb'l Fleur,Rihanna,women,https://fimgs.net/images/perfume/375x500.10554.jpg,0.585492228,0.216349173,0.461881725,0.356776179,0.371005971,0.130363617,0.2751863,0.695195994,0.47081769,0.220632068,0.065801414,0.124416639,0.301274144,0.761615267,0.2454337,0.076636447,0.387621801,0.709036747,0.228235239,"Peach, Plum, Red Berries","Tuberose, Violet, Coconut, Hibiscus","Musk, Patchouli, Amber, Vanille",0.106065574,0.051639344,0,0,0,0.17564231,0.566278998,0,0.121667208,0.211705943,0,0
Black Afgano,Nasomatto,women and men,https://fimgs.net/images/perfume/375x500.6472.jpg,0.78238342,0.121205778,0.764764978,0.119601234,0.224524432,0.095358358,0.041304761,0.681629603,0.855038572,0.058526806,0.150073223,0.098708431,0.049179146,0.218531596,0.854071622,0.128765094,0.101324025,0.429135117,0.725301088,"cannabis, Green Notes","resins, Woodsy Notes, Coffee, Tobacco","Incense, Agarwood (Oud)",0.340117499,0,0.425296776,0,0,0,0,0,0,0.068271572,0,0.386329836
CK be,Calvin Klein,women and men,https://fimgs.net/images/perfume/375x500.275.jpg,0.590673575,0.164433745,0.188953008,0.824065647,0.254339053,0.543641868,0.43471264,0.313379782,0.20172134,0.736172395,0.183588424,0.532799752,0.741186155,0.124088089,0.068695504,0.857377049,0.29638947,0.052098191,0.052040012,"Lavender, Green Notes, Mint, Mandarin Orange, Juniper, Bergamot","Green Grass, Magnolia, Orchid, Freesia, Peach, Jasmine","Sandalwood, Amber, Opoponax, Musk, Cedar, Vanilla",0.132471164,0.029010835,0.346368539,0,0,0.216834779,0.053181036,0,0.316292989,0.055601467,0.131503796,0.037559049
Bvlgari Pour Femme,Bvlgari,women,https://fimgs.net/images/perfume/375x500.142.jpg,0.689119171,0.171865187,0.406501402,0.60108343,0.200737977,0.578108995,0.234872383,0.436436922,0.343128835,0.595241123,0.112110634,0.204345473,0.447439047,0.615939472,0.157836098,0.276039113,0.625730354,0.283383846,0.15764912,"Carnation, Violet, Coriander, Raspberry, Peach, Bergamot, Orange Blossom, Sichuan Pepper","Orris Root, iris, Heliotrope, Lily-of-the-Valley, Bulgarian Rose, Egyptian Jasmine","Amber, Sandalwood, Musk, Benzoin, Vanilla, Green Tea, Woody Notes, Cedar, Styrax",0.088823223,0.07682948,0.06592013,0,0,0.099096166,0.096904323,0,0.686973812,0.109849603,0.028907632,0.055195519
Habit Rouge Eau de Toilette,Guerlain,men,https://fimgs.net/images/perfume/375x500.16.jpg,0.777202073,0.145698137,0.654838239,0.294965775,0.190130504,0.408455329,0.1418277,0.559147202,0.525153374,0.42464621,0.093214158,0.10476034,0.269504061,0.729528211,0.287961605,0.074733892,0.404692815,0.715070667,0.207237449,"Orange, Basil, Bergamot, Brazilian Rosewood, Lemon, Lime, Tangerine","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar, Rose","Labdanum, Leather, Amber, Benzoin, Oakmoss, Vanilla",0.195078565,0.031722502,0.038124035,0,0,0.174901074,0,0,0.200067453,0.196792149,0.363522996,0.08376102
Polo Blue,Ralph Lauren,men,https://fimgs.net/images/perfume/375x500.1198.jpg,0.699481865,0.162026376,0.316362991,0.770577408,0.147335437,0.580336443,0.587874881,0.154462643,0.093343335,0.798419954,0.081166178,0.235332389,0.822207231,0.343395477,0.068136525,0.226508474,0.830036056,0.21961439,0.064489248,"Melon, Mandarin Orange, Cucumber","Basil, Sage, Geranium","Musk, Woodsy Notes, Suede",0.095053763,0,0.247482305,0,0,0.237808449,0.496944614,0,0.079652367,0,0.109052857,0
Portrait of a Lady,Frederic Malle,women,https://fimgs.net/images/perfume/375x500.10464.jpg,0.844559585,0.124764497,0.803135634,0.139189123,0.157294038,0.211875936,0.117099313,0.695913756,0.620980856,0.264825713,0.085370733,0.050906902,0.048479736,0.380733212,0.800271676,0.092832598,0.108059611,0.56034374,0.635954565,"Clove, Cinnamon, Rose, Black Currant, Raspberry","Sandalwood, Patchouli, Incense","Musk, Amber, Benzoin",0.1432,0,0,0,0,0,0.227513208,0.195507296,0.149556369,0,0.303439576,0.251858578
Azzaro pour Homme,Azzaro,men,https://fimgs.net/images/perfume/375x500.829.jpg,0.564766839,0.186309399,0.339222584,0.543782565,0.341130449,0.243145493,0.100517116,0.662373289,0.646385449,0.372663778,0.034695292,0.107372754,0.457799836,0.749506009,0.155842379,0.088468459,0.675125098,0.500043602,0.116560037,"Caraway, iris, Lavender, Clary Sage, Basil, Anise, Bergamot, Lemon","Sandalwood, Juniper Berries, Patchouli, Vetiver, Cedar, Cardamom","Leather, Tonka Bean, Amber, Musk, Oakmoss",0,0,0,0.099238511,0,0.1343025,0.177690355,0.319168827,0.247854924,0,0.383992662,0
La Petite Robe Noire,Guerlain,women,https://fimgs.net/images/perfume/375x500.14681.jpg,0.461139896,0.272870002,0.348016257,0.38198243,0.488792805,0.205720047,0.092946214,0.652466942,0.702265708,0.286705901,0.107538422,0.172305032,0.538120705,0.56867357,0.140584844,0.172028389,0.678528372,0.33743702,0.170916484,"Bergamot, Almond, Sour Cherry, Red Berries","Rose, Tea, Taif Rose, Licorice","Anise, Tonka Bean, Vanilla, Patchouli, iris",0.471399423,0,0,0.031300159,0,0.059096523,0.148198102,0.435196395,0,0,0.067136601,0
Insolence,Guerlain,women,https://fimgs.net/images/perfume/375x500.667.jpg,0.461139896,0.24680762,0.403316409,0.286375653,0.513339371,0.435418358,0.13840694,0.51597706,0.544608895,0.361559172,0.090680873,0.088870569,0.180637362,0.587566893,0.491633013,0.089578826,0.218630178,0.729545007,0.367412586,"Raspberry, Bergamot, Red Berries, Lemon","Orange Blossom, Violet, Rose","iris, Sandalwood, Tonka Bean, Musk, resins",0.249635922,0,0.072827392,0.042137737,0,0,0.49133999,0.118819014,0.070659181,0,0.075767913,0.082640766
Valentino Uomo,Valentino,men,https://fimgs.net/images/perfume/375x500.19558.jpg,0.797927461,0.157002303,0.603941036,0.408934832,0.142066747,0.159565827,0.032363368,0.757305227,0.73619632,0.191891755,0.131631494,0.183583131,0.313261758,0.806444665,0.112250209,0.238054361,0.814594185,0.16361793,0.119800077,"Bergamot, Myrtle","Roasted Coffee Beans, Chocolate, Hazelnut","Leather, Cedar",0.21690372,0.202680525,0,0.103545062,0,0,0.106642996,0.219602558,0.195325662,0,0.166666532,0
Un Bois Vanille,Serge Lutens,women and men,https://fimgs.net/images/perfume/375x500.478.jpg,0.761658031,0.141197404,0.582647543,0.399477806,0.177989962,0.111170646,0.087095535,0.714842792,0.742791411,0.459049839,0.106706739,0.191310357,0.414987088,0.681945405,0.143074449,0.23919132,0.634808143,0.28833417,0.185551618,"Sandalwood, Black Licorice, Coconut Milk, Beeswax, Bitter Almond, Musk, Vanila, Benzoin, Guaiac Wood, Tonka Bean","Sandalwood, Black Licorice, Coconut Milk, Beeswax, Bitter Almond, Musk, Vanila, Benzoin, Guaiac Wood, Tonka Bean","Sandalwood, Black Licorice, Coconut Milk, Beeswax, Bitter Almond, Musk, Vanila, Benzoin, Guaiac Wood, Tonka Bean",0.210689388,0,0,0,0,0,0,0.667944137,0.196263352,0,0.21603616,0.066400989
CK One Shock For Him,Calvin Klein,men,https://fimgs.net/images/perfume/375x500.12520.jpg,0.694300518,0.169876492,0.376068355,0.655301032,0.185657599,0.209906751,0.070053183,0.763153347,0.628226369,0.339520145,0.082961869,0.141533597,0.414805327,0.788344917,0.102818943,0.131875373,0.577023441,0.593411018,0.080057239,"Lavender, Clementine, Cucumber","Osmanthus, Cardamom, Basil, Pepper","Musk, Patchouli, Amber, Tobacco, Woodsy Notes",0.049541739,0,0,0.101537414,0,0.325687875,0.101878379,0.261500648,0.290185318,0,0.213743061,0
The One for Men Eau de Parfum,Dolce&Gabbana,men,https://fimgs.net/images/perfume/375x500.31909.jpg,1,0.106656898,0.981587392,0.057101828,0.014455936,0.241410617,0.081662562,0.713593898,0.627571273,0.273984861,0.095425623,0.157351876,0.836172226,0.319626472,0.107891718,0.290032718,0.815821951,0.083745386,0.134535855,"Grapefruit, Coriander, Basil","Orange Blossom, Ginger, Cardamom","Tobacco, Amber, Cedar",0,0,0.087198534,0.126792943,0,0.333238903,0,0.439719079,0.297599234,0,0.114204195,0
Miss Dior Cherie Eau de Parfum,Christian Dior,women,https://fimgs.net/images/perfume/375x500.11588.jpg,0.70984456,0.196880888,0.599595865,0.296140806,0.25811525,0.64894975,0.195826847,0.413814467,0.353092135,0.632412857,0.086233934,0.131448866,0.410747534,0.592955483,0.269789609,0.132581373,0.664310955,0.387703512,0.183068149,"Mandarin Orange, Strawberry","Jasmine, Rose","Vetiver, Sandalwood, Patchouli, oak moss, Amber",0.188694591,0,0.150974742,0.161793602,0,0,0.142844537,0,0.103553745,0,0.51693671,0
Miss Dior (2012),Christian Dior,women,https://fimgs.net/images/perfume/375x500.17796.jpg,0.735751295,0.196357547,0.591036537,0.342948686,0.222925719,0.511416507,0.179597418,0.544291199,0.386165898,0.562396258,0.094608917,0.114064588,0.35719921,0.756743352,0.184142115,0.14443031,0.773396204,0.318149174,0.123184449,Italian Mandarin ,"Egyptian Jasmine, Rose","Patchouli, Musk",0,0,0.254656497,0.302268925,0,0,0.203067133,0,0.164233232,0,0.3900347,0
The Beat,Burberry,women,https://fimgs.net/images/perfume/375x500.2092.jpg,0.637305699,0.194787524,0.257758254,0.783506196,0.208002045,0.526937895,0.296232665,0.481494189,0.261228683,0.789950204,0.059747177,0.208651654,0.494397127,0.695312925,0.092126689,0.184136091,0.84199289,0.223561193,0.09665982,"Pink Pepper, Mandarin Orange, Bergamot, Cardamom","iris, Tea, Bellflower","Vetiver, Cedar, White Musk",0,0,0,0.281562581,0,0.225259032,0.165395987,0.340247136,0.132113624,0,0.191909017,0
Emporio Armani Lei,Giorgio Armani,women,https://fimgs.net/images/perfume/375x500.417.jpg,0.766839378,0.16181704,0.52110248,0.518179785,0.138610937,0.32981316,0.209862825,0.588045246,0.474865797,0.59302852,0.11852244,0.246374492,0.503859474,0.426851569,0.236105506,0.293528896,0.698205771,0.170039036,0.17000508,"Pineapple, Lime, Tuberose, Mandarin Orange, Pear, Bergamot","Orris Root, Jasmine, Heliotrope, Lily-of-the-Valley","Sandalwood, Tonka Bean, Amber, Musk, Vanilla, Cedar, Almond",0.131821534,0,0.127514389,0.163370483,0,0,0.207098431,0.274573664,0.172525725,0,0.229706654,0
New Haarlem,Bond No 9,women and men,https://fimgs.net/images/perfume/375x500.3258.jpg,0.772020725,0.102784174,0.669787066,0.271118125,0.1948077,0.034286675,0.033071111,0.707521684,0.90107362,0.237664102,0.100183971,0.094861599,0.187287606,0.714420153,0.370746919,0.067512525,0.313828832,0.726186176,0.298094325,"Lavender, Bergamot, Green Leaves","Coffee, Cedar","Amber, Vanilla, Tonka Bean, Patchouli",0,0,0,0.035432323,0,0.024919714,0.202890617,0.822671101,0.106782027,0,0.229076745,0
Glow,Jennifer Lopez,women,https://fimgs.net/images/perfume/375x500.869.jpg,0.357512953,0.249947666,0.176460618,0.527449053,0.560847902,0.53290008,0.483318994,0.257555044,0.193707724,0.804536995,0.088366022,0.202726275,0.38716982,0.644334658,0.20616018,0.171531925,0.733254426,0.319270672,0.132475471,"Grapefruit, Neroli, Orange Blossom","Tuberose, Jasmine, Rose","Sandalwood, Amber, Musk, Vanilla, Orris Root",0,0,0.49929678,0.236530838,0,0,0.2050589,0.043756496,0.275577147,0,0.0854547,0
